fips,start,end,aet,cwd
38015,1982,2011,322.9875243,590.7399963
38015,2007,2011,355.8265078,524.7514271
38015,2012,2016,328.9596086,599.3718406
28133,1950,1980,645.6589707,714.7015989
28133,1982,2011,624.5008544,695.6609953
28133,2007,2011,640.5779615,689.8296169
28133,2012,2016,621.3847875,680.3778357
26127,1950,1980,474.5581949,470.1806434
26127,1982,2011,483.9894394,447.3514387
26127,2007,2011,472.7377042,470.6332437
26127,2012,2016,490.8199634,449.4698677
48437,1950,1980,354.0375794,1067.628711
48437,1982,2011,380.2554263,1023.664963
48437,2007,2011,347.585282,1093.531458
48437,2012,2016,381.9878606,1049.243039
16015,1950,1980,273.2239326,884.3799961
16015,1982,2011,277.4710602,872.5512046
16015,2007,2011,275.894819,856.7133798
16015,2012,2016,241.3890154,943.3922774
17033,1950,1980,601.8462005,550.1114251
17033,1982,2011,631.8290588,508.6933501
17033,2007,2011,646.5951954,506.6744711
17033,2012,2016,617.7324588,528.8184007
55135,1950,1980,461.5237581,478.907574
55135,1982,2011,472.0715883,434.2343769
55135,2007,2011,462.6880151,439.3352034
55135,2012,2016,484.7176647,432.1383777
17027,1950,1980,588.837396,579.0562321
17027,1982,2011,597.1019559,544.6147845
17027,2007,2011,639.3734285,493.9755089
17027,2012,2016,618.2741528,515.6580742
13161,1950,1980,757.0468406,731.1151787
13161,1982,2011,721.5819625,769.6805276
13161,2007,2011,689.5516278,825.4180153
13161,2012,2016,688.1378128,790.149812
41039,1950,1980,348.0478215,684.2441147
41039,1982,2011,363.7987538,677.1952172
41039,2007,2011,355.53259,651.6716589
41039,2012,2016,354.7855484,715.3229912
22059,1950,1980,748.4364362,700.9915678
22059,1982,2011,747.8729899,669.5525299
22059,2007,2011,719.7998141,725.5895166
22059,2012,2016,745.5277912,680.6696156
27151,1950,1980,387.3241618,532.1586612
27151,1982,2011,411.610168,491.2044824
27151,2007,2011,392.1529912,495.7709587
27151,2012,2016,408.6267309,500.9325933
53069,1950,1980,449.5163553,390.7338415
53069,1982,2011,456.4865499,395.1666201
53069,2007,2011,453.0232746,370.5091135
53069,2012,2016,445.7864672,422.1057434
48201,1950,1980,574.034756,865.8221388
48201,1982,2011,602.5199576,817.1256115
48201,2007,2011,587.2698812,861.6592583
48201,2012,2016,606.8116094,815.412384
49009,1950,1980,193.2468805,880.35771
49009,1982,2011,219.8680817,853.0466075
49009,2007,2011,220.7370048,837.1257471
49009,2012,2016,209.2081166,886.3690801
13311,1950,1980,699.3088785,573.9083633
13311,1982,2011,672.554744,580.5554892
13311,2007,2011,622.5010303,639.2728101
13311,2012,2016,672.1146847,569.2134785
19121,1950,1980,512.0032603,538.0664989
19121,1982,2011,538.6355655,487.8542147
19121,2007,2011,595.182138,409.0856366
19121,2012,2016,544.1213818,498.6690519
13141,1950,1980,722.049106,683.2399774
13141,1982,2011,716.9881987,685.9264479
13141,2007,2011,680.0457087,746.8575718
13141,2012,2016,642.8733585,762.1737271
46065,1950,1980,337.2657555,727.7931233
46065,1982,2011,373.758354,669.5607581
46065,2007,2011,406.9219423,597.1033286
46065,2012,2016,349.0473479,713.664579
1051,1950,1980,701.7520648,718.7436711
1051,1982,2011,698.2878524,724.2410687
1051,2007,2011,684.9900755,758.8402673
1051,2012,2016,685.0890357,741.5581251
53075,1950,1980,251.474703,754.7277408
53075,1982,2011,262.5318267,755.9906541
53075,2007,2011,265.7989799,746.6637853
53075,2012,2016,271.6206377,782.131703
22041,1950,1980,697.2326344,739.0988896
22041,1982,2011,700.016062,708.5207456
22041,2007,2011,688.2433175,753.3862199
22041,2012,2016,697.8723214,725.0953634
55017,1950,1980,465.6971203,443.0822565
55017,1982,2011,479.4186994,423.2320224
55017,2007,2011,471.8740788,419.2153183
55017,2012,2016,500.0145398,390.1866678
13169,1950,1980,721.1187812,707.6447421
13169,1982,2011,711.829382,718.801971
13169,2007,2011,686.1684615,768.297574
13169,2012,2016,646.9597866,796.183407
51143,1950,1980,608.8233483,625.0894263
51143,1982,2011,609.7699504,624.504797
51143,2007,2011,592.6143168,654.3113708
51143,2012,2016,632.6536193,568.4079113
18119,1950,1980,592.2799946,524.2518847
18119,1982,2011,600.5515987,485.3984717
18119,2007,2011,608.0827051,492.1197939
18119,2012,2016,611.8955885,488.2075231
26159,1950,1980,496.7904187,495.6473981
26159,1982,2011,510.3114765,479.1637913
26159,2007,2011,528.1128813,471.4917317
26159,2012,2016,515.3250778,471.0191467
13027,1950,1980,804.8685457,690.4646743
13027,1982,2011,761.269898,714.2494117
13027,2007,2011,688.2497998,795.2049723
13027,2012,2016,732.3453503,709.2546115
47145,1950,1980,706.7500296,560.4701517
47145,1982,2011,725.4455984,529.4958639
47145,2007,2011,717.5274614,555.8691894
47145,2012,2016,758.3483571,501.1203972
16075,1950,1980,190.8088387,1014.9193760000001
16075,1982,2011,199.4032122,990.6837858
16075,2007,2011,191.8192072,986.4089095
16075,2012,2016,167.905656,1057.051062
13021,1950,1980,684.0008182,747.642863
13021,1982,2011,649.8509477,774.4745456
13021,2007,2011,612.337289,836.4511729
13021,2012,2016,624.4643838,808.1253332
21087,1950,1980,699.5536137,532.6186857
21087,1982,2011,703.9131556,526.852246
21087,2007,2011,691.7070178,556.5139424
21087,2012,2016,731.2672972,500.110018
40043,1950,1980,434.8632944,940.2712269
40043,1982,2011,452.0480641,886.469324
40043,2007,2011,435.7267882,914.4417244
40043,2012,2016,453.4059746,909.2045151
17047,1950,1980,596.0049098,583.1607913
17047,1982,2011,605.6196663,541.3201109
17047,2007,2011,603.6422304,552.9526947
17047,2012,2016,598.4866579,551.8712572
16005,1950,1980,255.2981577,822.3652446
16005,1982,2011,277.0875095,811.2062366
16005,2007,2011,270.1441722,810.4441191
16005,2012,2016,264.5251549,845.5956838
30109,1950,1980,287.5334856,666.5827518
30109,1982,2011,312.1981721,655.1773867
30109,2007,2011,345.4691283,575.8567789
30109,2012,2016,339.3686326,618.093815
39173,1950,1980,508.9769654,522.0236573
39173,1982,2011,509.9188445,506.3586377
39173,2007,2011,522.6303987,504.3032993
39173,2012,2016,521.6198023,500.5054385
46025,1950,1980,350.1660853,608.0624965
46025,1982,2011,377.9319497,538.2241315
46025,2007,2011,387.1199761,493.0457222
46025,2012,2016,339.7891045,598.6959987
1103,1950,1980,734.4945924,570.5993309
1103,1982,2011,739.0311186,543.8629673
1103,2007,2011,723.0984773,586.4160978
1103,2012,2016,743.9482306,515.1590737
24027,1950,1980,567.40701,553.2421879
24027,1982,2011,574.7880159,540.8001285
24027,2007,2011,549.5897424,549.0446636
24027,2012,2016,563.3074365,511.7551767
8075,1950,1980,325.0539459,874.9966113
8075,1982,2011,334.355805,861.5854654
8075,2007,2011,356.8354152,824.8537477
8075,2012,2016,318.5291351,909.5855919
45049,1950,1980,728.8784915,727.8477194
45049,1982,2011,687.3170116,773.7200565
45049,2007,2011,632.2341452,863.6645637
45049,2012,2016,672.3715378,767.3917155
37027,1950,1980,663.0505537,578.4100947
37027,1982,2011,662.2018583,569.3090677
37027,2007,2011,642.2600765,608.695329
37027,2012,2016,660.3503838,555.5300518
47121,1950,1980,712.9124861,591.3375697
47121,1982,2011,743.9043031,536.6677765
47121,2007,2011,721.4214476,580.5750321
47121,2012,2016,768.8956909,521.8098673
27013,1950,1980,451.4437579,495.0441286
27013,1982,2011,466.3860515,458.3337443
27013,2007,2011,437.3116729,484.1700768
27013,2012,2016,463.5205191,462.8872795
39077,1950,1980,546.134836,475.2320724
39077,1982,2011,548.9526297,440.2377343
39077,2007,2011,564.1543187,441.2270417
39077,2012,2016,564.6223233,453.1108718
51049,1950,1980,588.1258409,664.7366376
51049,1982,2011,598.792274,631.1695905
51049,2007,2011,578.0974417,658.4667288
51049,2012,2016,625.6687471,570.179696
13049,1950,1980,819.1563278,696.1837646
13049,1982,2011,805.765334,711.037596
13049,2007,2011,767.5244232,763.6950964
13049,2012,2016,789.1129736,711.1155325
53053,1950,1980,372.9986562,520.0972456
53053,1982,2011,376.7001238,513.0209323
53053,2007,2011,387.701946,456.1989502
53053,2012,2016,348.9068619,548.5176894
48395,1950,1980,590.6293693,880.10539000000006
48395,1982,2011,628.636411,825.9611702
48395,2007,2011,585.0140386,905.5150138
48395,2012,2016,578.8467422,876.4231943
54043,1950,1980,701.5664586,494.1004822
54043,1982,2011,735.2132406,481.3746574
54043,2007,2011,730.5937531,507.1870543
54043,2012,2016,718.9690864,484.0040009
48453,1950,1980,597.0418997,918.3889545
48453,1982,2011,631.7454081,891.0750901
48453,2007,2011,577.0657217,979.7962033
48453,2012,2016,604.4645721,913.9647468
35059,1950,1980,342.2656952,1014.392861
35059,1982,2011,342.4997305,989.8897451
35059,2007,2011,301.3440494,1052.462602
35059,2012,2016,342.822061,1020.229117
31031,1950,1980,370.4313471,741.1355698
31031,1982,2011,385.0473816,711.3440915
31031,2007,2011,417.1855467,653.1952078
31031,2012,2016,366.6579719,757.804294
1083,1950,1980,688.8071347,620.3065664
1083,1982,2011,706.9614087,593.5794816
1083,2007,2011,687.4130707,650.5168192
1083,2012,2016,714.7248832,582.8370368
47079,1950,1980,694.6183267,578.0030982
47079,1982,2011,696.2973257,531.9740512
47079,2007,2011,659.1836013,597.6160127
47079,2012,2016,721.459622,506.5663456
20097,1950,1980,450.6348372,852.1576381
20097,1982,2011,465.438499,810.4803176
20097,2007,2011,434.094692,850.5013332
20097,2012,2016,478.4833509,822.1333045
39097,1950,1980,565.4917885,518.0001423
39097,1982,2011,559.4706949,508.3029757
39097,2007,2011,543.9985864,528.2158455
39097,2012,2016,555.5105134,498.8552303
34025,1950,1980,520.0712263,516.0178081
34025,1982,2011,562.3299165,495.4481317
34025,2007,2011,571.8001165,496.1248296
34025,2012,2016,573.7907148,504.3418624
29107,1950,1980,546.5394961,606.3354703
29107,1982,2011,557.5698555,560.858802
29107,2007,2011,588.1452657,498.8182377
29107,2012,2016,526.6138892,599.7089521
27053,1950,1980,484.4881432,433.7035664
27053,1982,2011,505.5917251,413.4400306
27053,2007,2011,460.2767789,448.5033939
27053,2012,2016,516.4225881,401.4964293
5135,1950,1980,631.050143,730.8088167
5135,1982,2011,640.4959517,684.3568566
5135,2007,2011,632.8579973,654.5861386
5135,2012,2016,615.3774135,659.6317228
48307,1950,1980,442.8516049,1114.607599
48307,1982,2011,484.0214377,1061.213416
48307,2007,2011,455.9492537,1111.877584
48307,2012,2016,438.4366833,1109.30952
37035,1950,1980,651.8843025,613.5143668
37035,1982,2011,638.6083872,617.7449718
37035,2007,2011,625.7043385,653.198005
37035,2012,2016,650.5779242,601.2847442
19077,1950,1980,491.8797397,558.0920478
19077,1982,2011,528.6871246,501.5334035
19077,2007,2011,566.6088002,441.0357723
19077,2012,2016,538.1476035,504.8978903
37197,1950,1980,656.0689915,615.1511812
37197,1982,2011,659.4116049,586.7243824
37197,2007,2011,649.4449907,596.1207017
37197,2012,2016,671.2390526,540.1502732
5121,1950,1980,597.7826574,681.413385
5121,1982,2011,601.4133869,634.0911434
5121,2007,2011,594.890801,613.6108169
5121,2012,2016,591.7064768,630.5874545
20101,1950,1980,415.2767655,891.2640738
20101,1982,2011,444.565969,847.8706909
20101,2007,2011,436.0686084,871.1863477
20101,2012,2016,429.3850541,920.0941645
36013,1950,1980,541.1912304,370.9029068
36013,1982,2011,551.7676617,349.5257715
36013,2007,2011,536.3777065,366.2127208
36013,2012,2016,538.2673407,377.5668641
23021,1950,1980,472.0541736,373.4685936
23021,1982,2011,486.7983431,357.8942891
23021,2007,2011,505.8767133,338.81728
23021,2012,2016,495.9965361,362.2171989
6097,1950,1980,218.2034013,1074.82804
6097,1982,2011,236.2518417,1045.29867
6097,2007,2011,226.6796227,1053.231744
6097,2012,2016,195.8673533,1128.161687
40039,1950,1980,445.5359625,934.3514868
40039,1982,2011,461.4108554,887.5688791
40039,2007,2011,429.8754141,925.1957219
40039,2012,2016,438.9619239,939.1163972
29033,1950,1980,528.4337057,630.5250909
29033,1982,2011,537.447051,578.5010831
29033,2007,2011,575.6276627,507.3681261
29033,2012,2016,511.0207849,609.53645
17117,1950,1980,534.4999069,596.4007955
17117,1982,2011,535.7735582,564.2783832
17117,2007,2011,579.924215,513.3856091
17117,2012,2016,558.5819403,544.0809842
21237,1950,1980,674.5703372,514.3088568
21237,1982,2011,676.2711789,511.82792
21237,2007,2011,665.2161838,507.8106128
21237,2012,2016,691.055373,482.5209311
55011,1950,1980,481.9343563,462.5863341
55011,1982,2011,513.7152859,437.3537117
55011,2007,2011,499.1955593,460.2332394
55011,2012,2016,521.0829015,430.3909933
39133,1950,1980,540.9579574,462.4876518
39133,1982,2011,546.3856786,443.0743377
39133,2007,2011,567.9687577,419.2245686
39133,2012,2016,556.391005,450.634936
22023,1950,1980,759.9538946,597.9772359
22023,1982,2011,781.8099909,544.6679353
22023,2007,2011,745.7889312,591.2181918
22023,2012,2016,819.319041,489.3773624
51790,1950,1980,529.8018859,617.9925996
51790,1982,2011,526.3718244,603.2905493
51790,2007,2011,512.8374558,609.1800464
51790,2012,2016,567.5359568,534.1403526
28009,1950,1980,664.4489173,635.3927368
28009,1982,2011,679.9198529,606.3905478
28009,2007,2011,662.0042346,647.2842878
28009,2012,2016,668.9576098,620.071332
1001,1950,1980,737.2897216,682.2929803
1001,1982,2011,734.760077,683.6769617
1001,2007,2011,716.8541821,721.3148068
1001,2012,2016,747.4030199,685.2428157
51155,1950,1980,651.5362996,498.645335
51155,1982,2011,657.6519548,480.2137778
51155,2007,2011,640.9889288,518.0615132
51155,2012,2016,695.0413249,437.5709906
31035,1950,1980,457.1803284,690.0202608
31035,1982,2011,467.0138955,643.5493887
31035,2007,2011,500.6493474,594.7169334
31035,2012,2016,456.1835847,697.4400933
27097,1950,1980,412.9756186,487.452891
27097,1982,2011,428.4373119,473.9289839
27097,2007,2011,431.4115497,452.7810882
27097,2012,2016,441.0054911,433.2479033
6075,1950,1980,NA,NA
6075,1982,2011,NA,NA
6075,2007,2011,NA,NA
6075,2012,2016,NA,NA
54011,1950,1980,677.6598006,500.9434653
54011,1982,2011,701.3939332,481.8411752
54011,2007,2011,702.2930555,484.1116998
54011,2012,2016,696.1759437,480.9324577
1031,1950,1980,773.6890165,687.3170547
1031,1982,2011,743.4831435,716.0521683
1031,2007,2011,671.9208655,809.1546367
1031,2012,2016,725.8499722,722.6445616
28001,1950,1980,768.0813383,665.773078
28001,1982,2011,771.1977618,637.0720393
28001,2007,2011,736.7477843,696.641571
28001,2012,2016,765.5860877,637.2086932
51161,1950,1980,584.2418848,532.8532838
51161,1982,2011,590.057741,517.5666852
51161,2007,2011,580.9962557,540.3977147
51161,2012,2016,614.8667896,476.6961485
13217,1950,1980,712.248935,638.447378
13217,1982,2011,705.6282676,653.1316041
13217,2007,2011,667.1028132,723.2371521
13217,2012,2016,647.6661336,728.397945
30069,1950,1980,256.0170125,769.8688266
30069,1982,2011,272.8945816,768.8243696
30069,2007,2011,294.6839553,728.1451908
30069,2012,2016,254.8661367,775.7165024
36077,1950,1980,546.8434534,377.1794745
36077,1982,2011,567.7562236,352.0203416
36077,2007,2011,583.3417829,341.6818803
36077,2012,2016,558.6681362,359.4093424
21025,1950,1980,NA,NA
21025,1982,2011,NA,NA
21025,2007,2011,NA,NA
21025,2012,2016,NA,NA
18123,1950,1980,630.262982,564.0702362
18123,1982,2011,650.2329678,534.6508434
18123,2007,2011,646.1454657,560.9011038
18123,2012,2016,667.8754077,522.1625917
35015,1950,1980,266.5969417,1330.577419
35015,1982,2011,301.4895626,1307.411675
35015,2007,2011,298.8628551,1327.7764770000001
35015,2012,2016,286.5106403,1335.226044
48481,1950,1980,608.6103944,877.7532904
48481,1982,2011,632.0852386,857.871885
48481,2007,2011,564.0642235,943.9779015
48481,2012,2016,619.0723131,873.4894998
46093,1950,1980,303.9748343,749.3838531
46093,1982,2011,325.7330967,719.7081545
46093,2007,2011,355.9359346,667.8726054
46093,2012,2016,340.7146745,733.0304749
19027,1950,1980,482.2058413,548.3565574
19027,1982,2011,503.9350106,495.3001547
19027,2007,2011,525.346619,457.73369
19027,2012,2016,509.0737197,498.2774854
12071,1950,1980,926.4761466,661.0710949
12071,1982,2011,942.4554531,642.9098378
12071,2007,2011,929.7323114,651.6240029
12071,2012,2016,1015.218326,559.0755097
39027,1950,1980,580.7947095,472.7765246
39027,1982,2011,565.2926799,462.2390593
39027,2007,2011,562.2218033,483.3544412
39027,2012,2016,586.8783425,449.9678078
1131,1950,1980,795.2742584,670.4046118
1131,1982,2011,787.3289996,662.2139628
1131,2007,2011,746.8492284,718.2520878
1131,2012,2016,751.9942566,701.4875281
25019,1950,1980,NA,NA
25019,1982,2011,NA,NA
25019,2007,2011,NA,NA
25019,2012,2016,NA,NA
54087,1950,1980,646.6612168,526.8271992
54087,1982,2011,649.9708882,527.8884198
54087,2007,2011,632.3543012,521.6363623
54087,2012,2016,636.22301,508.3442028
51830,1950,1980,616.8904393,565.3577147
51830,1982,2011,628.062736,567.0458631
51830,2007,2011,586.9594503,611.572655
51830,2012,2016,685.3353435,463.2763617
13259,1950,1980,742.2509919,703.7500284
13259,1982,2011,729.1178673,709.8003089
13259,2007,2011,650.407407,799.2326668
13259,2012,2016,709.0117114,730.242674
55069,1950,1980,445.9226488,432.2385674
55069,1982,2011,447.8626504,411.8785762
55069,2007,2011,428.0410976,423.0487145
55069,2012,2016,473.0897815,382.177513
12037,1950,1980,NA,NA
12037,1982,2011,NA,NA
12037,2007,2011,NA,NA
12037,2012,2016,NA,NA
26071,1950,1980,450.8030489,418.6403061
26071,1982,2011,432.217579,435.0547742
26071,2007,2011,401.6213689,465.5580394
26071,2012,2016,446.5880228,412.1726793
20119,1950,1980,413.9047845,951.5202767
20119,1982,2011,434.404787,896.4324598
20119,2007,2011,379.170832,967.1794432
20119,2012,2016,434.24489,933.0174248
29195,1950,1980,532.66172099999994,633.9274168
29195,1982,2011,542.3411214,565.1972107
29195,2007,2011,581.9178271,498.7261169
29195,2012,2016,510.3114404,604.6938946
19127,1950,1980,507.4542361,486.8289194
19127,1982,2011,529.1443626,449.4614423
19127,2007,2011,546.9983332,413.8333577
19127,2012,2016,523.7004788,461.6106787
22017,1950,1980,651.6001813,761.30107
22017,1982,2011,657.760237,734.9907028
22017,2007,2011,647.9446213,762.2384984
22017,2012,2016,598.915888,783.7274534
35033,1950,1980,351.7104246,868.8574229
35033,1982,2011,403.2885013,808.1148027
35033,2007,2011,370.137445,875.1026181
35033,2012,2016,341.0069669,910.3418886
13263,1950,1980,723.4873731,711.7539658
13263,1982,2011,682.7496097,732.1429788
13263,2007,2011,631.4907953,796.6618594
13263,2012,2016,646.7720759,769.1226745
13131,1950,1980,825.7067469,672.3507155
13131,1982,2011,780.6327458,708.8015543
13131,2007,2011,705.0555795,797.2762408
13131,2012,2016,762.6850853,701.0840351
35017,1950,1980,260.7711907,1306.459157
35017,1982,2011,303.1563609,1250.914566
35017,2007,2011,269.7632046,1300.354846
35017,2012,2016,240.0443447,1334.705745
48491,1950,1980,590.4064797,926.4765689
48491,1982,2011,627.9932114,886.2907869
48491,2007,2011,571.6863608,980.3518429
48491,2012,2016,585.3764928,940.6712639
20007,1950,1980,480.7228891,877.4890555
20007,1982,2011,505.3756921,822.6721086
20007,2007,2011,485.4002373,827.9748202
20007,2012,2016,506.2332516,832.2893112
1039,1950,1980,841.8683858,641.1746296
1039,1982,2011,831.3287936,641.2203044
1039,2007,2011,766.5544427,725.7861572
1039,2012,2016,803.1101815,645.9759454
27077,1950,1980,398.1351502,408.1234731
27077,1982,2011,389.869884,424.8106918
27077,2007,2011,355.1686988,443.6232563
27077,2012,2016,372.7629912,446.4752538
12021,1950,1980,987.7357218,640.2457481
12021,1982,2011,1004.054336,625.1875924
12021,2007,2011,966.4423561,657.8608016
12021,2012,2016,1038.634332,580.9795474
30055,1950,1980,263.8111312,715.7118714
30055,1982,2011,285.0786,711.6770157
30055,2007,2011,317.0953718,647.6299974
30055,2012,2016,311.7387496,688.0152479
5063,1950,1980,663.2202465,665.7816893
5063,1982,2011,657.3129023,617.5078538
5063,2007,2011,655.2256734,590.0155335
5063,2012,2016,633.5852663,596.6613874
31157,1950,1980,309.4609354,855.0606524
31157,1982,2011,326.0147926,852.4418836
31157,2007,2011,323.3494452,846.5914674
31157,2012,2016,325.2263256,885.5066865
21113,1950,1980,618.0305978,529.5240626
21113,1982,2011,615.4907173,518.0127032
21113,2007,2011,599.7706111,537.4238578
21113,2012,2016,649.4036951,489.4743564
37043,1950,1980,700.5453257,543.3932091
37043,1982,2011,692.2165141,536.9119309
37043,2007,2011,628.7953529,617.4155205
37043,2012,2016,660.3024281,578.4718847
27057,1950,1980,386.7882966,460.1371148
27057,1982,2011,385.0317586,448.9577695
27057,2007,2011,376.5613757,443.6337449
27057,2012,2016,387.0110942,441.4936548
48365,1950,1980,634.0299062,815.203662
48365,1982,2011,645.8914899,780.5704332
48365,2007,2011,628.8785976,814.6576105
48365,2012,2016,614.9041157,789.4849423
12027,1950,1980,963.2780546,659.1673412
12027,1982,2011,946.2846219,655.2814868
12027,2007,2011,941.3268072,657.9400079
12027,2012,2016,995.5367038,602.9732843
55059,1950,1980,478.979141,482.8347792
55059,1982,2011,474.5337065,464.6183653
55059,2007,2011,478.3829242,452.1299394
55059,2012,2016,482.485454,461.9067608
19071,1950,1980,510.143594,603.7580761
19071,1982,2011,510.8541944,566.158101
19071,2007,2011,540.1801259,514.183243
19071,2012,2016,520.9398324,577.9222435
27147,1950,1980,516.3635948,410.8211042
27147,1982,2011,541.8904439,361.3045021
27147,2007,2011,518.0247718,367.4038412
27147,2012,2016,559.5954338,330.2456322
28069,1950,1980,745.1918954,656.7204594
28069,1982,2011,777.2439142,621.8959929
28069,2007,2011,789.2048721,640.182979
28069,2012,2016,749.5047315,652.1032282
20045,1950,1980,535.5637853,604.7584196
20045,1982,2011,550.7741158,565.2031175
20045,2007,2011,579.1858842,518.9227229
20045,2012,2016,544.9602589,606.800353
25005,1950,1980,467.061621,400.171431
25005,1982,2011,491.6204674,379.630701
25005,2007,2011,503.4745275,383.0819405
25005,2012,2016,472.0826089,423.6846682
19105,1950,1980,509.774406,483.83939350000003
19105,1982,2011,523.7758412,463.483642
19105,2007,2011,559.9812244,408.7002663
19105,2012,2016,518.5466961,476.0321455
20041,1950,1980,506.3615622,711.6414134
20041,1982,2011,530.843913,670.7849523
20041,2007,2011,535.5018349,646.5829887
20041,2012,2016,535.6678641,704.5759158
31111,1950,1980,384.5701818,790.0048667
31111,1982,2011,413.7666567,746.9544507
31111,2007,2011,459.8014571,672.796303
31111,2012,2016,379.7156316,824.4615613
47087,1950,1980,714.4799585,546.6616959
47087,1982,2011,737.8296106,516.1414999
47087,2007,2011,700.8400864,574.7588956
47087,2012,2016,739.7379872,509.2191026
12127,1950,1980,813.5432159,675.5456223
12127,1982,2011,829.598239,633.0350112
12127,2007,2011,785.6332711,678.9176224
12127,2012,2016,866.0687281,585.9918507
12115,1950,1980,956.1993607,640.4542571
12115,1982,2011,963.9177958,632.2109799
12115,2007,2011,948.4599504,632.304006
12115,2012,2016,1012.364367,564.4790769
55029,1950,1980,426.8763372,404.8997695
55029,1982,2011,427.4123597,381.4739491
55029,2007,2011,402.3138679,398.151155
55029,2012,2016,438.1466278,350.21694
39169,1950,1980,555.4812653,450.2738144
39169,1982,2011,561.4742851,436.5703232
39169,2007,2011,584.8606335,431.5449946
39169,2012,2016,569.9814448,460.7993099
17141,1950,1980,500.6289109,500.0899253
17141,1982,2011,502.7608017,488.2479185
17141,2007,2011,535.9300518,448.560916
17141,2012,2016,501.0872194,495.3825454
41059,1950,1980,243.303397,847.2259598
41059,1982,2011,262.2065922,821.7369538
41059,2007,2011,261.8771671,808.9742655
41059,2012,2016,254.0621168,863.9677293
6033,1950,1980,223.1685455,1175.336045
6033,1982,2011,240.6905467,1124.356845
6033,2007,2011,231.3562923,1140.847638
6033,2012,2016,205.9354208,1236.109121
22091,1950,1980,827.3825534,662.6409591
22091,1982,2011,829.5957367,647.5084907
22091,2007,2011,733.13714,757.2418002
22091,2012,2016,804.1516689,665.9069374
31123,1950,1980,338.6837333,846.4319814
31123,1982,2011,353.6551128,822.7724104
31123,2007,2011,372.0195936,789.5909533
31123,2012,2016,354.9052641,852.0500605
29049,1950,1980,557.3879055,587.0249586
29049,1982,2011,577.871293,531.8647592
29049,2007,2011,625.4773541,461.1944435
29049,2012,2016,557.518545,574.6415365
22073,1950,1980,683.3906778,742.6834136
22073,1982,2011,680.2890911,736.0805257
22073,2007,2011,658.2175424,781.2821672
22073,2012,2016,662.2594547,756.2371618
6071,1950,1980,112.5408785,1480.872486
6071,1982,2011,120.6887271,1484.02903
6071,2007,2011,98.22054104,1504.870243
6071,2012,2016,102.4427975,1517.283877
21111,1950,1980,623.1169574,542.6815884
21111,1982,2011,613.9540627,533.7730665
21111,2007,2011,609.9964861,550.2619285
21111,2012,2016,638.5726644,518.7314398
31099,1950,1980,411.7533989,750.2267462
31099,1982,2011,425.8846723,714.7716131
31099,2007,2011,484.9468711,615.6907298
31099,2012,2016,393.8327876,774.195577
17137,1950,1980,554.767856,558.5539674
17137,1982,2011,569.7708653,531.378324
17137,2007,2011,619.5522506,477.8154777
17137,2012,2016,581.7180921,520.2809461
20181,1950,1980,370.030968,887.9621962
20181,1982,2011,399.0486039,840.954696
20181,2007,2011,425.1020397,804.9877489
20181,2012,2016,370.7027979,923.0801211
30049,1950,1980,254.274681,694.7227548
30049,1982,2011,262.998813,707.8653621
30049,2007,2011,248.4190052,711.1671113
30049,2012,2016,228.9077768,770.0245946
35028,1950,1980,NA,NA
35028,1982,2011,NA,NA
35028,2007,2011,NA,NA
35028,2012,2016,NA,NA
28045,1950,1980,801.6462824,665.7937246
28045,1982,2011,804.5104896,627.14922
28045,2007,2011,769.1866603,672.3006527
28045,2012,2016,801.1232057,605.9156092
20191,1950,1980,497.4810247,790.2431149
20191,1982,2011,537.5363689,712.1299976
20191,2007,2011,568.2515946,670.9018493
20191,2012,2016,544.4536582,729.8097956
10001,1950,1980,597.2443513,513.7789158
10001,1982,2011,617.171248,495.3424648
10001,2007,2011,613.5675119,516.7022201
10001,2012,2016,618.2505582,487.0018063
40149,1950,1980,441.0179787,952.4460446
40149,1982,2011,465.7975569,903.2904288
40149,2007,2011,419.7933959,956.30713
40149,2012,2016,450.2400696,953.1345589
13159,1950,1980,724.1200588,653.2692624
13159,1982,2011,720.2839605,665.3026901
13159,2007,2011,690.0184626,742.0243281
13159,2012,2016,671.3497977,745.6115079
13247,1950,1980,718.9301056,615.6156543
13247,1982,2011,706.7689001,630.4324636
13247,2007,2011,669.2711471,696.8045555
13247,2012,2016,660.1536682,690.2139589
55099,1950,1980,442.3697473,409.4743514
55099,1982,2011,439.6061394,406.82054
55099,2007,2011,424.0729036,419.6257617
55099,2012,2016,455.6848443,381.8104828
39159,1950,1980,535.6182343,534.1230011
39159,1982,2011,549.5231271,495.635072
39159,2007,2011,558.5236336,496.3635622
39159,2012,2016,557.7197889,489.0008837
19019,1950,1980,505.2293197,473.3624205
19019,1982,2011,521.9540734,443.4858103
19019,2007,2011,533.5941369,417.7544768
19019,2012,2016,512.0339595,462.7732586
17087,1950,1980,606.6661971,591.9746223
17087,1982,2011,617.6423089,580.084279
17087,2007,2011,639.1175062,569.1374836
17087,2012,2016,603.6968188,594.6785416
48379,1950,1980,586.2409956,838.1592223
48379,1982,2011,607.2438507,791.3329329
48379,2007,2011,634.5393024,768.9744377
48379,2012,2016,577.1757149,826.7016472
45015,1950,1980,747.978817,613.3432487
45015,1982,2011,721.2077499,647.0295596
45015,2007,2011,704.356806,689.9714374
45015,2012,2016,708.1842866,641.5407162
22047,1950,1980,824.4383266,624.8033412
22047,1982,2011,834.8461681,564.0571786
